category,review_full_content_0,review_full_content_1,pos_review_title,pos_review_content,itemnumber,neg_review_content,maker,neg_review_title
"Dog,Food,Wet Food",,,My dog loves it!,My shih-tzu loves this food.  There are nice size pieces and enough gravy to stir in his dry kibble.  He has allergies to anything chicken so he has done well with this food.,49224,"I love the Wellness products, but will not order this one anymore.  My pug loves the flavor but the pieces of meat in this particular flavor are much larger than the other flavors.  Too large for smaller dogs. I'll stick with turkey, duck, etc. on my future orders.",By Wellness,Venison & Salmon Stew
"Dog,Food,Wet Food",,,Picky puppy,My very picky puppy has had a hard time finding a food she likes enough to eat regularly. I had high hopes for this food because my older dog loves this brand but I guess puppy is just to picky.,73947,"I tried this product because I like others from the brand and needed something for my GS puppy. This is a pate food but it's a very hard pate and my puppy just doesn't care for it at all. I tried feeding to my other dogs so I didn't waist an entire case, but they don't like it either.",By Whole Earth Farms,My dogs don't like it
"Dog,Food,Wet Food",,,Great for picky eaters,"I have a very picky puppy, so I mix a little bit of this with her kibble, and she loves it! It's also great that it is meant for large breed puppies so she gets the nutrition she needs.",86753,"Our 6-month-old Newfie/Poodle mix puppy loved the food but had digestive issues from the start. We thought she would get used to it, but never did unfortunately. We're still searching for a large-breed puppy wet food.",By Nutro,Digestive issues
"Dog,Food,Wet Food","After reading about this food, I thought our doodles ""might"" like this food! Unfortunately, it was not to be! They just  took one sniff and walked away...I let it set out for them, but nope...they just would not take one bite. I have to admit..I go by the smell of the foods I feed my pets, both the dogs and our cat, although this food looks good, I did not smell chicken and for that reason, I think the dogs did not eat it. I tried to feed it to our daughter's doodle, she is the Mikey of the bunch, ""she eats anything"". She too, just sniffed and walked away...For that reason, I cannot give this food a high rating. I am still searching for a food that our dogs do like other than the chicken that we cook and feed to them. I am open to suggestions! I will just give this food to someone or Community Aid...",,Excellent Choice,Perfect to add to dry Nutro Senior small nibbles. The small portion offered allows the container to serve a few meals to add flavor,52474,"After reading about this food, I thought our doodles ""might"" like this food! Unfortunately, it was not to be! They just  took one sniff and walked away...I let it set out for them, but nope...they just would not take one bite. I have to admit..I go by the smell of the foods I feed my pets, both the dogs",By Natural Balance,"UNFORTUNATELY, NOT FOR OUR DOODLES!"
"Dog,Food,Wet Food",,,Great Puppy Food,"Our Golden puppy just stopped eating at 7 months old so we purchased this food to enhance his kibble in hopes he would then be eager to eat. He, once again, LOVED his food and mealtime! He's eating well now and thriving!!",83604,"Unfortunately, my puppy won't eat this food. I wish 
I had not purchased a case, but could not find it in my local store. No doubt, it is nutricious.",By Natural Balance,Puppy won't eat it
"Dog,Food,Wet Food","On a recent trip to Oregon we left our dog's canned food at home.  We stopped in Waterville and they didn't carry the brand of dog food we were using.  We selected the Wild Calling Chicken Coop in a can and our dog loves it. Since we couldn't find it locally we purchased it
online from Chewy. They sent it to us quickly,and the price was the best we could find.",,Our dog loves your product!,"On a recent trip to Oregon we left our dog's canned food at home.  We stopped in Waterville and they didn't carry the brand of dog food we were using.  We selected the Wild Calling Chicken Coop in a can and our dog loves it. Since we couldn't find it locally we purchased it
online from Chewy. They sent",77354,This food smells good but it is real stickie.  It is hard for my dogs to eat,By Wild Calling,Wild Calling can food
"Dog,Food,Wet Food","I made the mistake of not noticing that this was packaged as a case of 6 cans, not the typical 12 cans that are most commonly advertised. I was shocked when I received the order. This is ridiculously expensive for only 6 cans of food (approx $5 each) that my dogs weren't overly fond of. It was absolutely  my mistake but I will definitely double check the quantity I'm ordering from now on.",,This is great!,My dog loves this stuff! I only use a couple of spoon fulls in afternoon as a treat. But he gets so excited when he sees the container come out. He can barely sit still!,120824,"I made the mistake of not noticing that this was packaged as a case of 6 cans, not the typical 12 cans that are most commonly advertised. I was shocked when I received the order. This is ridiculously expensive for only 6 cans of food (approx $5 each) that my dogs weren't overly fond of. It was absolutely",By Instinct,Case of 6 not 12!
"Dog,Food,Wet Food",My 12 week old French Bulldog had about 20% of his food mixed with this. Couple of hours later I found him scratching and crying. He didn't like this at all and he had an allergy. Three stars because the customer service in Chewy is EXCELLENT. They processed my refund and told me to donate the rest of the box. Me and my baby will forever support Chewy! You guys are the best!,,I Love this Company,I needed to return a case of food as our new foster pup had to switch brands. I sent and email - within 15 I had the most amazing response. Chewy credited my card and told me to donate the case of food. Amazing customer service!,86746,My 12 week old French Bulldog had about 20% of his food mixed with this. Couple of hours later I found him scratching and crying. He didn't like this at all and he had an allergy. Three stars because the customer service in Chewy is EXCELLENT. They processed my refund and told me to donate the rest of,By Nutro,Puppy won't eat this.
"Dog,Food,Wet Food","These are a little expensive, but perfect for a holistic diet. My Welsh Corgi is on these, and he loves the meat. These are all ground, so keep that in mind when purchasing. They're firm enough to make little wet pill pockets out of, as well.

My vet recommended me this brand, especially if you're looking to put your pet on a holistic diet.","This is really a nice product. Great size, great quality. I've fed turkey, beef, salmon and rabbit to my cats. Unfortunately, only 1 of my 7 cats is a guarantee to stay for dinner when I put this down. I actually finished off a can by adding the ""liquid"" from another wet food to this food. They all dined that night! I will say this food is ""packed"" in the can like dog food.","Good quality meat, a little expensive","These are a little expensive, but perfect for a holistic diet. My Welsh Corgi is on these, and he loves the meat. These are all ground, so keep that in mind when purchasing. They're firm enough to make little wet pill pockets out of, as well.

My vet recommended me this brand, especially if you're ",83378,"This is really a nice product. Great size, great quality. I've fed turkey, beef, salmon and rabbit to my cats. Unfortunately, only 1 of my 7 cats is a guarantee to stay for dinner when I put this down. I actually finished off a can by adding the ""liquid"" from another wet food to this food. They all dined",By Wysong,Wish this had worked for me
"Dog,Food,Wet Food",,,Great taste,My dog loves loves the taste and I think it has really helped add oils to his dry coat,51716,This food is runny with gelatin all around it and my dogs do not like it at all! I ❤️ ❤️ Chewy though,By Wellness,fogs hated it
"Dog,Food,Wet Food",,,Wellness core variety pack,"Jake was getting tired of Turkey, Chicken Liver and Turkey Liver Formula but he loves the Turkey and Duck. We also tried Beef, Salmon, and lamb formulas and he likes them all. Would love to see Wellness back more variety packs so that I didn't have to store some of each flavor.",102007,Many of the cans I received were dented at the seam of the can.  So I don't know if the seal has been broken and if it is safe to feed my dog.  Very dissapointed.,By Wellness,crushed cans
"Dog,Food,Wet Food",,,Smells wonderful for pets who  enjoy smelling their food,"It is pricey. Actually, I enjoyed the smell if you enjoy salmon.",91014,"not much au jus and that's what I was looking for to top my pup's kibble. so this was definitely not a good purchase for me. however, the quality is good. i purchase the pouches of the (Weruva) BFF for my cats and that is a great gravy product.",By Weruva,it's okay
"Dog,Food,Wet Food",,,Happy Hips make happy lips!!  My dog loves it!,"He was getting fussy with his current food, and is getting older so I wanted to get something for joints as well as grain free.  Tried it and he likes it!  It has small pieces in gravy which he seems to like better than the pate foods.",47138,"This OK as canned dog foods go, not smelly, and nice texture.
I use it alone with the dry food.",By Dogswell,Average
"Dog,Food,Wet Food",,,Yorkie Lady,"After my puppies are weaned, I add a small amount of the Cesars Puppy to their dry kibble, they love it! Also I received my order promptly, everything was complete, no issues.",47090,"Caesar's food is great. Rowdy loves it. Your packaging was poor, allowing the Caesar's box to pierce the Nustriscia dog food bag to be pierced, spilling the contents. You guys need to package these products separately to prevent this damage.",By Cesar,Great food Poor packaging
"Dog,Food,Wet Food",,,Good Choice for a dog with allergies,Good choice for my dogs with chicken allergy. Food has good amount of protein and lower in fat. We mix with dry salmon grain free kibble.,85005,"Product looked good, but my one year old Rottie didn't like it. There wasn't a problem with any of the food being out of date,etc., only problem we had is it wasn't fitting to my dog's palate. Thought I would try it because it sounded good to me! So much for our tastes being alike:-)",By Blue Buffalo,"Looked good, but my dog didn't like it"
"Dog,Food,Wet Food",,,Labs like it!,"All my guys (4 Labs) like it..Time will tell. The only thing I am concerned about is will Purina, who just purchased Merrick, change the recipe or use cheaper ingredients...if that happens then all bets are off.",86947,"Although I do like Merrick for the last 10 years, I did not like this one that well.  It smelled cheap and was mushy.",By Merrick,did not like
"Dog,Food,Wet Food",My Jenny girl loves it all!!!!! She was switched to this food because she has IBS and perianal fistula. This food has helped a lot!! It has no preservatives or fillers. She now has solid healthy poop!!! I have read many reviews stating that Evangers canned food has a lot of fat but I have yet to feed her a can with a lot of fat. We have went through 10 cases too. Yes there is a little but not much and much less than other foods I've fed her!! I definitely recommend this dog food.,,My Jenny loves it all!!!!!,My Jenny girl loves it all!!!!! She was switched to this food because she has IBS and perianal fistula. This food has helped a lot!! It has no preservatives or fillers. She now has solid healthy poop!!! I have read many reviews stating that Evangers canned food has a lot of fat but I have yet to feed,60002,"I have a ""new"" rescue who has gastrointestinal issues. This dog food has too much fat for her. In addition, it packs a lot of other things into the food which could present an issue, if she has any food sensitivities or allergies.",By Evanger's,Too much fat content
"Dog,Food,Wet Food","My dog loves the food. He runs when I tell him that its time to eat. 
But the can itself was not thought through. There is a little ""ledge"" on the inside of the can. It is there when you open it. Problem with that is that it doesn't let the food slide out cleanly. Without this ledge the food would slide out and it would make it much more easy to serve. Instead you have to dig in and make a mess.",,My dog loves it But..,"My dog loves the food. He runs when I tell him that its time to eat. 
But the can itself was not thought through. There is a little ""ledge"" on the inside of the can. It is there when you open it. Problem with that is that it doesn't let the food slide out cleanly. Without this ledge the food would slide",120823,Unlike some of the other flavors that Nature's Variety has the Venison is too dry for a canned dog food. No gravy at all in the cans.,By Instinct,Too Dry
"Dog,Food,Wet Food","I had been buying this for years? Why did Castor & Pollux change the recipe? Not only the recipe but the texture,  it's very messy, and super watery.  Some of the chunks in other flavors are way too big for small dogs. One can had about 20 blueberries in it, way too many.  Not worth the price anymore in my opinion, just paying for extra water.  Will look for another brand.  Very disappointed.",,A great find for ALL my dogs!,Have tried SO many different dog foods that would satisfy ALL my dogs.  This one fits the bill.  Tried a variety of flavors and so far they've all been hits!,65658,"I had been buying this for years? Why did Castor & Pollux change the recipe? Not only the recipe but the texture,  it's very messy, and super watery.  Some of the chunks in other flavors are way too big for small dogs. One can had about 20 blueberries in it, way too many.  Not worth the price anymore",By Castor & Pollux,So disappointed...
"Dog,Food,Wet Food","My picky chi all of a sudden started not to eat her Lotus wet dog food she's been eating for years. I took her to the vet and noticed she lost a significant amount of weight. Being only 3 point something lbs now and ribs sticking out skinny, I was desperate to I frantically went to Whole Foods one desperate night in search of something she would eat. I grabbed 3 other cans and this. She would eat the others slowly and hesitantly. But once she tasted this, she chowed down and even begged for a second helping. She has now thankfully has gained some weight in 2 weeks and is on her way to her normal weight. I'm so grateful to Party Animal dog food!",,Picky chihuahua can't stop eating it!,"My picky chi all of a sudden started not to eat her Lotus wet dog food she's been eating for years. I took her to the vet and noticed she lost a significant amount of weight. Being only 3 point something lbs now and ribs sticking out skinny, I was desperate to I frantically went to Whole Foods one desperate",88829,"Our dog has health issues so we try to keep him on a sugar free diet. We have tried a few different brands but this one was not that successful. The smell is off-putting and the dog will eat it eventually, but it's definitely not his favorite. We'll not purchase this brand again.",By Party Animal,product not that successful
"Dog,Food,Wet Food",,,Good Stuff for Me,"Poncho is 15 years old, a chihuahua with an attitude and few teeth, was fussy about his food til this meal came along.  He isn't fussy about his food, actually loves it.  Still has an attitude, but not about meals any longer.  Thanks for making this available; it is great!",99734,My pet did not like it at all.  Fortunately my sister's dog gobbled it up.,By Three Dog Bakery,Will not buy again
"Dog,Food,Wet Food","Pet Food Direct told me about this food the day after the salesman went in and gave them all samples before he told them what it was.  She said it was good.
I was looking for another brand at the time to get away from the brand I was using that was horrible after a while.  Her description convinced me to try it.
the dogs love it.  I like it.  I have given some to friends for their dogs and they love it.   It's REAL food.  You can tell what it all is.  it smells good, it looks great.",I needed a breakfast food for my puppy mill dog with no teeth. I thought this product would be like a pate. It  was soupy and has stringy pieces of chicken. Neither of my dogs would touch it. Both refused at a second offering for dinner and then mixed with their regular food next.  The price is not the issue. I would pay anything for my rescues.  I have given several cans away. They mixed with dry food and had no problem,Breakfast food for dogs,"Pet Food Direct told me about this food the day after the salesman went in and gave them all samples before he told them what it was.  She said it was good.
I was looking for another brand at the time to get away from the brand I was using that was horrible after a while.  Her description convinced ",55600,I needed a breakfast food for my puppy mill dog with no teeth. I thought this product would be like a pate. It  was soupy and has stringy pieces of chicken. Neither of my dogs would touch it. Both refused at a second offering for dinner and then mixed with their regular food next.  The price is not the,By Weruva,To my surprise
"Dog,Food,Wet Food","We have a rescued greyhound off the track in Florida.  He has ALWAYS been plagued with bad food allergies. Lots of diarrhea, gas, poor skin and coat condition. He did fair on Royal Canin prescription. Then we found Ultra holistic senior after he had a huge amount of dental work. This food is amazing. No gas, and for the first time he has had normal pooh! !!!! His coat is shiny and no dry skin.  And to boot he loves it! So glad we found you!",,No more irritable GI system!,"We have a rescued greyhound off the track in Florida.  He has ALWAYS been plagued with bad food allergies. Lots of diarrhea, gas, poor skin and coat condition. He did fair on Royal Canin prescription. Then we found Ultra holistic senior after he had a huge amount of dental work. This food is amazing.",48405,Most of my cans when I opened were just the gravy no chunks or food in it at all. Waste of money.,By Nutro Ultra,Not buying again
"Dog,Food,Wet Food","My dogs love it. I normally feed the dry kibbles, but when I go on vacation and leave the dogs at the kennel they do not eat and the kennel staff gets worried. So the canned is more appetizing to them and they will eat better when I am away. I also like it if I have to give any medication. Kibble or canned I am very satisfied  with this product.","I didnt inspect the ingredients carefully enough before purchasing this. The third ingredient is turkey liver. From past experience I know that my toy poodles get constipated from any large quantity of organ meat, so I can only give them a spoonful each of this per day. The brand is high quality and I would not discourage people from buying it -- but it is a small part of a meal rather than a meal in itself. I wish it were labeled ""turkey and turkey liver"" because the two affect the digestive system very differently.",Canned Nature's Logic,"My dogs love it. I normally feed the dry kibbles, but when I go on vacation and leave the dogs at the kennel they do not eat and the kennel staff gets worried. So the canned is more appetizing to them and they will eat better when I am away. I also like it if I have to give any medication. Kibble or ",94110,"I didnt inspect the ingredients carefully enough before purchasing this. The third ingredient is turkey liver. From past experience I know that my toy poodles get constipated from any large quantity of organ meat, so I can only give them a spoonful each of this per day. The brand is high quality and ",By Nature's Logic,Good if used sparingly
"Dog,Food,Wet Food",,,Excellent product and all five dogs love it!,"We have been using Chewy for a few years and are very satisfied with the products, service and speedy delivery. Very easy to use and change orders if you so desire and free shipping. 
Thank you Chewy!",47331,"Been trying different dog food, not finding anything they love.",By Evanger's,My 2 dogs didn't like it
"Dog,Food,Wet Food",I did not see any difference considering the ingredients used in this food. Flavors are average protein and my dog's aren't to picky but did not seem to excited to eat the food. They ate all around it then ate it last after everythung else in thier bowls. Probably won't purchase again and will donate remaining cans to my local shelter.,,Dogswell happy hips canned dog food,My dog who is 12-1/2 yrs old was diagnosed as a diabetic 2+ years ago - I researched many different types of dog food and this one has healthy ingredients plus great taste that she loves.   She does not like dry dog food so that is why I use this brand of canned dog food,47140,I did not see any difference considering the ingredients used in this food. Flavors are average protein and my dog's aren't to picky but did not seem to excited to eat the food. They ate all around it then ate it last after everythung else in thier bowls. Probably won't purchase again and will donate,By Dogswell,It's ok
"Dog,Food,Wet Food","I feed my toy poodle puppy one heaping tablespoon wet mixed into about 1/4 cup dry lamb limited ingredient kibble.  She has this and water available to eat when she wants and usually finishes the bowl by the end of the day.  She is jumping around early in the morning to come out to the kitchen to eat!  I get the smaller cans and purchased a food saver lid to keep can in frig until gone after opening.  She usually goes through a can in less than a week.  Food is pricy, but she likes it, and lamb agrees with most dogs.  I feel like ingredients are good for her, also.  She is growing and quite active.","I have one of those dogs who will eat ANYTHING. He's never refused a food. We've always said that if this dog ever turns away a food it has to be reallllly bad stuff.

As he's gotten older, his digestive tract has become more sensitive, so my vet recommended putting him on an LID diet. Since we've fed Nature's Variety products to our cat for a while now and she's doing great on Instinct brand, we decided to go with this line.

First, he walked away from the dry food plain, or soaked. So we tried mixing the canned (in this case, the lamb flavor) version of Instinct LID into the food.

I'm sitting here looking at yet another bowl of food, with little pieces of kibble taken out and scattered around the floor beside it, but not a bite of it actually eaten. $30-and-change for the bag of dry food, $30-and-change for the case of cans, and looks like I'll be donating them to our local rescue center.

A huge ""thumbs down"" from the dog who will eat anything.

However, I did check that I would recommend the brand to a friend, because I still believe that Nature's Variety makes a good, healthy, holistic product. I guess it just tastes like sawdust.

(Sidenote: he'll still eat pretty much anything else put in front of him, by the way, so it's not his appetite over-all that is the problem.)",Great extra food,I feed my toy poodle puppy one heaping tablespoon wet mixed into about 1/4 cup dry lamb limited ingredient kibble.  She has this and water available to eat when she wants and usually finishes the bowl by the end of the day.  She is jumping around early in the morning to come out to the kitchen to eat,120825,"I have one of those dogs who will eat ANYTHING. He's never refused a food. We've always said that if this dog ever turns away a food it has to be reallllly bad stuff.

As he's gotten older, his digestive tract has become more sensitive, so my vet recommended putting him on an LID diet. Since we've fed",By Instinct,While I normally love Nature's Variety products....
"Dog,Food,Wet Food",,,Great for picky eaters !,"My Cavachon puppy is kind of skinny and a picky eater. He would sometimes turn away from Virginia ham treats, premium canned tuna etc. When I presented this stuff he dived right in, and not just the first time, everytime. He loves it . I use it as a topping  to entice him to eat his regular food.",71311,This dog food and several others I have tried is sticky like paste. Watching my dogs try to eat it is like giving a dog a big spoon of peanut butter.,By Health Extension,Looks like paste
"Dog,Food,Wet Food","My dog has chronic pancreatitis. I'm always looking for low fat or  relatively low fat foods that don't sacrifice protein that she will actually eat. She loves this! I love that it's organic. I do mix it with a dry, very low fat product. This food makes her dry food palatable and keeps her weight up. It's not sold locally, so I'm pleased Chewy carries it.","My dog eats the Newman's Own Organics, and it receives good reviews. It is also less expensive than the previous food that I was feeding. But I thought it had an odor and didn't look terribly appealing. My dog does eat it, but I don't think he eats it with the same gusto as he did his previous canned chicken food.",Great product and company!,"My dog has chronic pancreatitis. I'm always looking for low fat or  relatively low fat foods that don't sacrifice protein that she will actually eat. She loves this! I love that it's organic. I do mix it with a dry, very low fat product. This food makes her dry food palatable and keeps her weight up.",59976,"My dog eats the Newman's Own Organics, and it receives good reviews. It is also less expensive than the previous food that I was feeding. But I thought it had an odor and didn't look terribly appealing. My dog does eat it, but I don't think he eats it with the same gusto as he did his previous canned",By Newman's Own Organics,The product was recommended to replace another canned food that is out-of-production now.
"Dog,Food,Wet Food",,,We love all Natural Balance products,"We feed NB, limited ingredient, exclusively to our 4 dogs.  3 FBD's and a Pug, including treats.",48027,My dog will not eat this at all.  I did buy the reduced formula for an overweight dog and she loves it but she will eat just about anything. :),By Natural Balance,Chewy great - dog hates what I ordered
"Dog,Food,Wet Food",,,Canned food,"Only eat one tsb of a morning mixed one tsb or canned white meat chicken, 1 tsb water soaked kibbles. This is a special breakfast only.",121994,But my picky eaters won't eat it. I'll keep trying.,By Eukanuba,Product was good
"Dog,Food,Wet Food",,,Mandy's food,Our 17 year old poodle has many allegies and the potato and fish food agrees with her.,86734,Dog on fish based diet ate it reluctantly after the first couple of days.  Other dogs not on the diet thought it was fine.,By Nutro,OK but not great
"Dog,Food,Wet Food","With all the dog food out there its often hard to say what is good or not. I heard of this through a coworker and his dog trainer recommended it. But I was disappointed to find it was such a processed product, looking like mush which I hate. I prefer food that has more whole food in it and has some toothsomeness for my dogs. Its formula is no better than any of the others I have tried with a similar texture as well.  

I will stick with Stella and Chewys.",,Great food at a great price,"I have a lab, GSD, & lab/pyrenees mix & all 3 love Eagle Pack foods.  I feed them the canned food once a week to change up the dry food routine.  They absolutely love all 4 flavors.  Thank you Eagle Pack for making a quality food at an affordable price.",47193,"With all the dog food out there its often hard to say what is good or not. I heard of this through a coworker and his dog trainer recommended it. But I was disappointed to find it was such a processed product, looking like mush which I hate. I prefer food that has more whole food in it and has some toothsomeness",By Eagle Pack,Thought it would be better
"Dog,Food,Wet Food","I did some research on the top 10 canned foods for senior dogs a while back.  My dog is 16 years old and she had eaten dry dog food all her life but I decided it was time to put some canned food into her diet.   Eagle brand is an excellent quality food and my dog actually nags me that it's feeding time now and gobbles it up !   I also use the Eagle brand dry food and it comes in nice, small size pieces.   Happy dog here !",Dogs ate this right down on day 1 but slowly tapered off with additional feedings.  They have become very fickle since.  The food is a little soft - tried mixing with kibble.  They are very picky and I'd hoped this solved the issue but it doesn't appear to be the case.  Didn't meet our needs but might be good for other breeds.,Good product !,I did some research on the top 10 canned foods for senior dogs a while back.  My dog is 16 years old and she had eaten dry dog food all her life but I decided it was time to put some canned food into her diet.   Eagle brand is an excellent quality food and my dog actually nags me that it's feeding time,47191,Dogs ate this right down on day 1 but slowly tapered off with additional feedings.  They have become very fickle since.  The food is a little soft - tried mixing with kibble.  They are very picky and I'd hoped this solved the issue but it doesn't appear to be the case.  Didn't meet our needs but might,By Eagle Pack,Picky Dogs
